Plant type,Species,Author,Journal,Year,Kingdom,Phylum,Angiosperm or Gymnosperm,Dicot or Monocot,Class,Order,Family,Accepted name,Growth form Raunkiaer,Growth form author
Herbaceous perennial,Thelesperma megapotamicum,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Thelesperma megapotamicum,Hemicryptophyte,Forb
Herbaceous perennial,Themeda triandra,O'Connor,J Appl Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Themeda triandra,Hemicryptophyte,Tufted herb (tussock-forming)
Herbaceous perennial,Themeda triandra2,O'Connor,J Appl Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Themeda triandra,Hemicryptophyte,Tufted herb (tussock-forming)
Annual,Thlaspi perfoliatum,"Pagel, Fritzsch, Biedermann & Schroder",Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Microthlaspi perfoliatum,Therophyte,
Palm,Thrinax radiata,Olmsted & Alvarez-Buylla,Ecol Appl,1995,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Thrinax radiata,Mesophanerophyte,Columnar
Herbaceous perennial,Thymus loscosii,Garcia,AEET,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,,Geophyte,
Herbaceous perennial,Thymus webbianus,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,,Geophyte,
Epiphyte,Tillandsia brachycaulos,"Mondragon, Duran, Ramierz & Valverde",J Trop Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia brachycaulos,Epiphyte,Rosette
Epiphyte,Tillandsia deppeana,"Winkler, Hulber & Hietz",Bas & Appl Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia deppeana,Epiphyte,Rosette
Epiphyte,Tillandsia juncea,"Winkler, Hulber & Hietz",Bas & Appl Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia juncea,Epiphyte,Forb
Epiphyte,Tillandsia macdougallii,Mondragon & Ticktin,Cons Biol,2011,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia juncea,Epiphyte,
Epiphyte,Tillandsia multicaulis,"Winkler, Hulber & Hietz",Bas & Appl Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia multicaulis,Epiphyte,
Epiphyte,Tillandsia punctulata,"Winkler, Hulber & Hietz",Bas & Appl Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia punctulata,Epiphyte,
Epiphyte,Tillandsia recurvata,Valverde & Bernal,Bot Soc Bot Mex,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Tillandsia recurvata,Epiphyte,
Epiphyte,Tillandsia violacea,Mondragon & Ticktin,Cons Biol,2011,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,,,
Epiphyte,Tolumnia variegata,Calvo,Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Tolumnia variegata,Epiphyte,"Small twig epiphyte, rhizome"
Tree,Torreya taxifolia,"Schwartz, Hermann & Mantgem",Cons Biol,2000,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Taxaceae,Torreya taxifolia,Mesophanerophyte,Multi-columnar
Herbaceous perennial,Tradescantia blossfeldiana,Burns,Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Commelinales,Commelinaceae,Tradescantia cerinthoides,Geophyte,Rhizome
Herbaceous perennial,Tradescantia brevifolia,Burns,Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Commelinales,Commelinaceae,Tradescantia brevifolia,Geophyte,Rhizome
Herbaceous perennial,Tradescantia fluminensis,Burns,Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Commelinales,Commelinaceae,Tradescantia fluminensis,Geophyte,Rhizome
Herbaceous perennial,Tradescantia zebrina,Burns,Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Commelinales,Commelinaceae,Tradescantia zebrina,Geophyte,Rhizome
Herbaceous perennial,Tragopogon dubius,"Prevey, Germino & Huntly",Ecol Appl,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Tragopogon dubius,Hemicryptophyte,Basal rosette
Herbaceous perennial,Tragopogon pratensis,Milden,Ann Bot Fenn,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Tragopogon pratensis,Hemicryptophyte,
Herbaceous perennial,Trifolium dasyphyllum,Geib & Galen,Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Herbaceous perennial,Trifolium montanum,Schleuning & Matthies,Cons Biol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Trifolium montanum,Hemicryptophyte,Basal shoots
Herbaceous perennial,Trifolium nanum,Forbis,PhD thesis,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Trifolium nanum,Chamaephyte,
Herbaceous perennial,Trifolium parryi,Geib & Galen,Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Herbaceous perennial,Trifolium pratense,Freville & Silvertown,Plant Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Trifolium pratense,Chamaephyte,Rosette
Herbaceous perennial,Trillium apetalon,"Ohara, Takada & Kawano",Plant Spp Biol,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,,,
Herbaceous perennial,Trillium camschatcense,"Ohara, Tomimatsu, Takada & Kawano",Plant Spp Biol,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Trillium camschatcense,Geophyte,Rhizome
Herbaceous perennial,Trillium grandiflorum,Knight,Ecol Appl,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Trillium grandiflorum,Geophyte,Non-clonal
Herbaceous perennial,Trillium grandiflorum 2,Rooney,Plant Ecol,2003,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Trillium grandiflorum,Geophyte,Non-clonal
Herbaceous perennial,Trollius laxus,Scanga & Leopold,Biol Cons,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,,,
Tree,Tsuga canadensis,Lamar & McGraw,Forest Ecol & Manag,2005,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Tsuga canadensis,Macrophanerophyte,Columnar
Shrub,Ulex gallii,"Stokes, Bullok &Watkinson",J Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Ulex gallii,Nanophanerophyte,Perenial dawarf shrubs
Shrub,Ulex minor,"Stokes, Bullok &Watkinson",J Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Ulex minor,Nanophanerophyte,Perenial dawarf shrubs
Shrub,Vaccinium myrtillus,"Hegland, Jongejans & Rydgren",Oeco,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,Vaccinium myrtillus,Nanophanerophyte,
Tree,Vatica hainanesis ,Hu & Wang,Acta Ecol Sinica,1988,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Dipterocarpaceae,,Macrophanerophyte,
Shrub,Vella pseudocytisus subspp. paui,"Dominguez Lozano, Moreno Saiz & Schwartz",J Nat Cons,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,,
Shrub,Vella pseudocytisus subspp. pseudocytisus,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,,
Herbaceous perennial,Verbascum fontqueri,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,,
Annual,Veronica arvensis,Dostal,J Veg Sci,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,Veronica arvensis,Therophyte,Forb
Shrub,Verticosa staminosa subspp. staminosa,"Yates, Ladd, Coates, McArthur",Aust J Bot,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,,Nanophanerophyte,
Shrub,Viburnum furcatum,"Hara, Kanno, Hirabuki & Takehara",J Veg Sci,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Adoxaceae,,Nanophanerophyte,understory shrub
Herbaceous perennial,Viola biflora,"Evju, Halvorsen, Rydgren, Austrheim, Mysterud",Oeco,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,,,
Herbaceous perennial,Viola elatior,"Eckstein, Danihelka, Otte",Flora,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,,Hemicryptophyte,hemicryptophytes
Herbaceous perennial,Viola fimbriatula,"Solbrig, Sarandon & Bossert",Amer Nat,1988,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violeaceae,Viola sagittata ovata,Geophyte,"Rhizome, forb"
Herbaceous perennial,Viola pumila,"Eckstein, Danihelka, Otte",Biol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,,Hemicryptophyte,hemicryptophytes
Herbaceous perennial,Viola stagnina,"Eckstein, Danihelka, Otte",Biol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,,Helophyte,hemicryptophytes
Tree,Virola surinamensis,Fortini & Zarin,Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Myristicaceae,,,
Tree,Vochysia ferruginea,Boucher & Mallona,Forest Ecol & Manag,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Vochysiaceae,,Macrophanerophyte,Columnar
Tree,Vouacapoua americana,"Chagneau, Morrtier & Picard","Journal of the Royal Statistical Society, Series C (Applied Statistics)",2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Vouacapoua americana,Macrophanerophyte,Monopodial
Annual,Vulpia bromoides,"Tozer, Chapman, Quigley, Dowling, Cousens, Kearney & Sedcole",J Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Annual,Vulpia fasciculata,"Norton, Firbank, Scott & Watkinson",Oeco,2005,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Annual,Vulpia myuros,"Tozer, Chapman, Quigley, Dowling, Cousens, Kearney & Sedcole",J Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Epiphyte,Vulpicida pinastri,Shriver,Oeco,2012,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,,
Annual,Warea carteri,"Quitana-Ascencio, Menges, Weekley, Kelrick & Pace-Aldana",Popul Ecol,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,Therophyte,
Epiphyte,Werauhia sanguinolenta,"Zotz, Laube & Schmidt",Ecog,2005,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Werauhia sanguinolenta,Epiphyte,Rosette
Shrub,Xanthorrhoea resinifera,"Keith, Tozer, Regan & Regan",Aust J Bot,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asparagales,Xanthorrhoeaceae,,,
Palm,Zamia amblyphyllidia,"Negron-Ortiz, Gorchov & Breckon",Int J plant Sci,1996,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Zamia amblyphyllidia,Nanophanerophyte,diodecious shrub. pinnately compund leaves and a fleshy underground stem.
Palm,Zamia loddigesii,Gonzalez-Astorga,,,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Zamia loddigesii,Nanophanerophyte,
Herbaceous perennial,Zea diploperennis,"Sanchez-Velazquez, Ezcurra, Martinez-Ramos, Alvarez-Buylla & Lorente",J Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Zea diploperennis,Geophyte,Rhyzome
Annual,Zea mays subspp. parviglumis,Parker,PhD thesis,1998,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Zea diploperennis,Therophyte,
